,WR,distances,corr
1977-04-26,1,3.181989457451353,0.44158076794509976
1977-04-27,1,2.9566209685861145,0.2737835962819203
1977-04-28,4,2.6847485437694036,0.26692392963875927
1977-04-29,4,2.3114551759581685,0.4987949970225164
1977-04-30,4,2.1943197164661075,0.6684646627749994
1977-05-01,4,2.324160793411467,0.7490388745246449
1977-05-02,4,2.596098247741436,0.7403893447138347
1977-05-03,4,2.896142901903229,0.6471515036139477
1977-05-04,4,3.1719586391122183,0.48343710439116
1977-05-05,4,3.434405337278429,0.28516897554874787
1977-05-06,0,3.3490773641545437,0.41303424782365833
1977-05-07,0,3.1723806418800327,0.5713856908660152
1977-05-08,0,3.115588156534358,0.6482651909902968
1977-05-09,0,3.119128431237938,0.6538127890119935
1977-05-10,0,3.1315580340950357,0.6025669385012138
1977-05-11,0,3.168736517218117,0.5099139711885744
1977-05-12,0,3.2818018214364777,0.3945008473787077
1977-05-13,5,3.370803300199831,
1977-05-14,5,3.4319592498274933,
1977-05-15,5,3.4831097596590213,
1977-05-16,1,3.392342738041578,-0.2111216507795347
1977-05-17,1,3.0853450422289774,-0.0879042395221766
1977-05-18,1,2.624646836840789,0.10481527540305417
1977-05-19,1,2.1401554750377354,0.3475298041906849
1977-05-20,1,1.8706169260495205,0.5307236303553529
1977-05-21,1,1.9774455999019167,0.5675124698103077
1977-05-22,1,2.300794768144604,0.5068441687546164
1977-05-23,1,2.612022965523964,0.39872728448813133
1977-05-24,1,2.841278733504081,0.253369552016194
1977-05-25,1,3.041937517481876,0.07649726571767775
1977-05-26,1,3.2672435686459336,-0.08784289499478021
1977-05-27,0,3.232973977778544,0.5501341065475969
1977-05-28,0,3.003958527206078,0.6930155390714201
1977-05-29,0,2.7300462170800777,0.7268279283036635
1977-05-30,0,2.515652262476648,0.635347619933183
1977-05-31,1,2.555451022039191,0.27589693166137425
1977-06-01,1,2.6268771879096047,0.41245683152989737
1977-06-02,1,3.114796110867703,0.4316413239232972
1977-06-03,4,3.475707333243865,0.36559613016784975
1977-06-04,4,3.609284398145354,0.47101897491881717
1977-06-05,4,3.600676552405814,0.5632112976775175
1977-06-06,4,3.5150852413046487,0.6320833498837275
1977-06-07,4,3.378564444696611,0.6701114403310113
1977-06-08,4,3.122454005717104,0.6922724679870651
